protein,chain,group,group1
2B7A,A,Kinase,1
5OUE,A,Kinase,1
5UG8,A,Kinase,1
1DS5,A,Kinase,1
1BKX,A,Kinase,1
3OWJ,A,Kinase,1
5M4F,A,Kinase,1
2GNG,A,Kinase,1
3NS9,A,Kinase,1
3AT2,A,Kinase,1
5UG9,A,Kinase,1
3KXG,A,Kinase,1
5CVH,A,Kinase,1
1OM1,A,Kinase,1
5OYF,A,Kinase,1
3PJC,A,Kinase,1
1REK,A,Kinase,1
1J91,A,Kinase,1
3L9M,A,Kinase,1
3KXM,A,Kinase,1
5XGM,A,Kinase,1
5ORH,A,Kinase,1
3G33,A,Kinase,1
3KCK,A,Kinase,1
5OTY,A,Kinase,1
5CAU,A,Kinase,1
2GS6,A,Kinase,1
1R78,A,Kinase,1
5HG5,A,Kinase,1
4J52,A,Kinase,1
5MOT,A,Kinase,1
6GMD,A,Kinase,1
5X2C,A,Kinase,1
5CAL,A,Kinase,1
2HIW,A,Kinase,1
4RLK,A,Kinase,1
2ITQ,A,Kinase,1
4ZSE,A,Kinase,1
4JI9,A,Kinase,1
4ZIM,A,Kinase,1
3JY9,A,Kinase,1
5EM6,A,Kinase,1
5MMR,A,Kinase,1
4CRS,A,Kinase,1
5CF8,A,Kinase,1
5CZI,A,Kinase,1
5CSH,A,Kinase,1
5OS7,A,Kinase,1
6D22,A,Kinase,1
1OIR,A,Kinase,1
5OL3,A,Kinase,1
5X2A,A,Kinase,1
6GLB,A,Kinase,1
3OWK,A,Kinase,1
1F3M,D,Kinase,1
3L9L,A,Kinase,1
5CF4,A,Kinase,1
6EHK,A,Kinase,1
1F0Q,A,Kinase,1
5OSR,A,Kinase,1
5J9Z,A,Kinase,1
3EYH,A,Kinase,1
3VJN,A,Kinase,1
5CF5,A,Kinase,1
5CQU,A,Kinase,1
3Q32,A,Kinase,1
3MB6,A,Kinase,1
3WAR,A,Kinase,1
5CAN,A,Kinase,1
5CU2,A,Kinase,1
3PVG,A,Kinase,1
5ORJ,A,Kinase,1
3R83,A,Kinase,1
2QUR,A,Kinase,1
3ORT,A,Kinase,1
5OSZ,A,Kinase,1
5CSV,A,Kinase,1
5MOE,A,Kinase,1
3WIL,A,Kinase,1
6C0U,A,Kinase,1
4R3P,A,Kinase,1
3AXW,A,Kinase,1
3C13,A,Kinase,1
5CAQ,A,Kinase,1
4UBA,A,Kinase,1
5HIC,A,Kinase,1
5OTH,A,Kinase,1
4RJ4,A,Kinase,1
5N9N,A,Kinase,1
5CT0,A,Kinase,1
5OUU,A,Kinase,1
4ZAU,A,Kinase,1
5CAP,A,Kinase,1
5HCY,A,Kinase,1
3EYG,A,Kinase,1
5OTL,A,Kinase,1
5MO6,A,Kinase,1
5CU0,A,Kinase,1
4OTI,A,Kinase,1
5MO5,A,Kinase,1
1OIQ,A,Kinase,1
4RJ8,A,Kinase,1
5OT6,A,Kinase,1
5FEE,A,Kinase,1
5N9L,A,Kinase,1
5M4C,A,Kinase,1
5MOV,A,Kinase,1
4ZJJ,A,Kinase,1
5EDQ,A,Kinase,1
5WDY,A,Kinase,1
5MMF,A,Kinase,1
4IB5,A,Kinase,1
5KWH,A,Kinase,1
5CNO,A,Kinase,1
4RJ7,A,Kinase,1
5MO8,A,Kinase,1
5MPJ,A,Kinase,1
4R3R,A,Kinase,1
5C8M,A,Kinase,1
5NW8,A,Kinase,1
4NH1,A,Kinase,1
5HU9,A,Kinase,1
5HCX,A,Kinase,1
5OTS,A,Kinase,1
5H8B,A,Kinase,1
5UGB,A,Kinase,1
3OT8,A,Kinase,1
2EB2,A,Kinase,1
5CSP,A,Kinase,1
5MO7,A,Kinase,1
5CVF,A,Kinase,1
5OT3,A,Kinase,1
5O5M,A,Kinase,1
5OUL,A,Kinase,1
5CX9,A,Kinase,1
5OWL,A,Kinase,1
2GS2,A,Kinase,1
5W86,A,Kinase,1
5OQU,A,Kinase,1
5OT5,A,Kinase,1
2GQG,A,Kinase,1
5EM5,A,Kinase,1
1ZOE,A,Kinase,1
4TKS,A,Kinase,1
5CQW,A,Kinase,1
5OTP,A,Kinase,1
3NGA,A,Kinase,1
5N9K,A,Kinase,1
5ORK,A,Kinase,1
5X2K,A,Kinase,1
2OXY,A,Kinase,1
5KU8,A,Kinase,1
1NA7,A,Kinase,1
4V0G,A,Kinase,1
3Q9Y,A,Kinase,1
1Q8U,A,Kinase,1
5CAO,A,Kinase,1
3W2R,A,Kinase,1
1H4L,A,Kinase,1
4BBE,A,Kinase,1
5H8E,A,Kinase,1
5USY,A,Kinase,1
4GFG,A,Kinase,1
4RLL,A,Kinase,1
5MOD,A,Kinase,1
5T1H,A,Kinase,1
3UGC,A,Kinase,1
4RIO,A,Kinase,1
4I22,A,Kinase,1
5OS8,A,Kinase,1
3O0G,A,Kinase,1
3BQC,A,Kinase,1
5HCZ,A,Kinase,1
5N1V,A,Kinase,1
4WRG,A,Kinase,1
5OTQ,A,Kinase,1
6GIH,A,Kinase,1
5D41,A,Kinase,1
6AAJ,A,Kinase,1
4I23,A,Kinase,1
3FL5,A,Kinase,1
5OSM,A,Kinase,1
5X2F,A,Kinase,1
4C34,A,Kinase,1
5TQ3,A,Kinase,1
4GCJ,A,Kinase,1
5CTP,A,Kinase,1
5CU3,A,Kinase,1
1M2P,A,Kinase,1
3W8L,A,Kinase,1
5LWN,A,Kinase,1
4C35,A,Kinase,1
3W2O,A,Kinase,1
3W2Q,A,Kinase,1
5CNN,A,Kinase,1
5OSP,A,Kinase,1
3KXH,A,Kinase,1
6AAK,A,Kinase,1
1JWH,A,Kinase,1
5CLP,A,Kinase,1
5OSU,A,Kinase,1
3OWL,A,Kinase,1
5OSL,A,Kinase,1
5YU9,A,Kinase,1
6D8E,A,Kinase,1
1PJK,A,Kinase,1
2EUF,B,Kinase,1
1LR4,A,Kinase,1
2OWB,A,Kinase,1
5MP8,A,Kinase,1
4Z16,A,Kinase,1
4UJB,A,Kinase,1
5EDP,A,Kinase,1
5CVG,A,Kinase,1
4GL9,A,Kinase,1
5LWM,A,Kinase,1
2ZJW,A,Kinase,1
5DH3,A,Kinase,1
4I24,A,Kinase,1
3ZBF,A,Kinase,1
3OXZ,A,Kinase,1
5OTZ,A,Kinase,1
2CN8,A,Kinase,1
1Q8W,A,Kinase,1
3LCS,A,Kinase,1
5FED,A,Kinase,1
5CS6,A,Kinase,1
6GU6,A,Kinase,1
4OTH,A,Kinase,1
5OTR,A,Kinase,1
4AU8,A,Kinase,1
3Q9X,A,Kinase,1
2Z60,A,Kinase,1
1UNG,A,Kinase,1
4D1S,A,Kinase,1
4LG4,A,Kinase,1
3AMY,A,Kinase,1
4YC6,A,Kinase,1
6EII,A,Kinase,1
6GLA,A,Kinase,1
3QA0,A,Kinase,1
5Y25,A,Kinase,1
2RKU,A,Kinase,1
1UNL,A,Kinase,1
5CU4,A,Kinase,1
2XA4,A,Kinase,1
3F69,A,Kinase,1
1OL5,A,Kinase,1
3W2P,A,Kinase,1
3OT3,A,Kinase,1
4FBX,A,Kinase,1
2WZJ,A,Kinase,1
5OWH,A,Kinase,1
3RPS,A,Kinase,1
3U9C,A,Kinase,1
3U87,A,Kinase,1
1YVJ,A,Kinase,1
4YOM,B,Kinase,1
5ONI,A,Kinase,1
5N1O,A,Kinase,1
6EHU,A,Kinase,1
4EZ7,A,Kinase,1
3NSZ,A,Kinase,1
5F4N,A,Kinase,1
4UXL,A,Kinase,1
5GTY,A,Kinase,1
3AT3,A,Kinase,1
5O26,A,Kinase,1
2XM8,A,Kinase,1
5L3A,A,Kinase,1
4X6R,A,Kinase,1
3KXN,A,Kinase,1
3Q9Z,A,Kinase,1
5LQF,A,Kinase,1
5M4I,A,Kinase,1
5EDR,A,Kinase,1
3KFA,A,Kinase,1
5OTD,A,Kinase,1
3F61,A,Kinase,1
3PWD,A,Kinase,1
3IEC,A,Kinase,1
1AQ1,A,Kinase,1
3MSS,A,Kinase,1
5OMY,A,Kinase,1
1SZM,A,Kinase,1
6DRW,A,Kinase,1
5OTO,A,Kinase,1
5M44,A,Kinase,1
3PA3,A,Kinase,1
3UVR,A,Kinase,1
4UB7,A,Kinase,1
6GU3,A,Kinase,1
3QRK,A,Kinase,1
3FWQ,A,Kinase,1
5KZ7,A,Kinase,1
5O21,A,Kinase,1
3KK8,A,Kinase,1
6GU4,A,Kinase,1
4QYG,A,Kinase,1
2R7I,A,Kinase,1
5OO1,A,Kinase,1
3AG9,A,Kinase,1
1BLX,A,Kinase,1
4Y72,A,Kinase,1
5HQ0,A,Kinase,1
2F57,A,Kinase,1
2R0I,A,Kinase,1
3ORO,A,Kinase,1
1Q4K,A,Kinase,1
3LZB,A,Kinase,1
5IZJ,A,Kinase,1
5UQ3,A,Kinase,1
3JUH,A,Kinase,1
1H1P,A,Kinase,1
6GU7,A,Kinase,1
3AMB,A,Kinase,1
4EOL,A,Kinase,1
3H30,A,Kinase,1
5KZ8,A,Kinase,1
1ZYC,A,Kinase,1
5NQC,A,Kinase,1
6GL9,A,Kinase,1
2UZD,A,Kinase,1
4QYH,A,Kinase,1
4EOK,A,Kinase,1
5EAK,A,Kinase,1
3IK3,A,Kinase,1
2F2C,B,Kinase,1
3ORP,A,Kinase,1
1FVV,A,Kinase,1
5NEV,A,Kinase,1
4EOP,A,Kinase,1
1OPJ,A,Kinase,1
3ORK,A,Kinase,1
3AMA,A,Kinase,1
1M61,A,Kinase,1
4NTT,A,Kinase,1
2CCH,A,Kinase,1
4AE9,A,Kinase,1
4EOI,A,Kinase,1
1OIU,A,Kinase,1
1H28,A,Kinase,1
4BCO,A,Kinase,1
2IW8,A,Kinase,1
4BCN,A,Kinase,1
4G5J,A,Kinase,1
2HAK,A,Kinase,1
5IF1,A,Kinase,1
1OIY,A,Kinase,1
6GU2,A,Kinase,1
1QMZ,A,Kinase,1
1OGU,A,Kinase,1
2IW6,A,Kinase,1
1JST,A,Kinase,1
1H26,A,Kinase,1
4FX3,A,Kinase,1
3OY3,A,Kinase,1
4AE6,A,Kinase,1
4I3Z,A,Kinase,1
1H1S,A,Kinase,1
3DDP,A,Kinase,1
6HD6,A,Kinase,1
4BCP,A,Kinase,1
1J3H,A,Kinase,1
1OI9,A,Kinase,1
4II5,A,Kinase,1
3EID,A,Kinase,1
3K5V,A,Kinase,1
4X7K,A,Kinase,1
1PKD,A,Kinase,1
4X7N,A,Kinase,1
2C5X,A,Kinase,1
2WIH,A,Kinase,1
3DDQ,A,Kinase,1
4X7L,A,Kinase,1
2IW9,A,Kinase,1
2UZB,A,Kinase,1
1H25,A,Kinase,1
1GY3,A,Kinase,1
2CCI,A,Kinase,1
3EJ1,A,Kinase,1
4EOJ,A,Kinase,1
3BHU,A,Kinase,1
1H1R,A,Kinase,1
1H27,A,Kinase,1
3TNW,A,Kinase,1
4X7H,A,Kinase,1
1H1Q,A,Kinase,1
1H24,A,Kinase,1
1OL2,A,Kinase,1
4EOO,A,Kinase,1
4CFN,A,Kinase,1
5TQ4,A,Kinase,1
3BHV,A,Kinase,1
3O8U,A,Kinase,1
4X7O,A,Kinase,1
4CFU,A,Kinase,1
4CFM,A,Kinase,1
4NTS,A,Kinase,1
4EOS,A,Kinase,1
2G9X,A,Kinase,1
3BHT,A,Kinase,1
4EOR,A,Kinase,1
1FIN,A,Kinase,1
5CYI,A,Kinase,1
2UZL,A,Kinase,1
4BCM,A,Kinase,1
4L8M,A,Kinase,1
2CJM,A,Kinase,1
2C5N,A,Kinase,1
2F4J,A,Kinase,1
4EOQ,A,Kinase,1
5LMK,A,Kinase,1
4CFV,A,Kinase,1
5A14,A,Kinase,1
1F5Q,A,Kinase,1
4EOM,A,Kinase,1
4CFX,A,Kinase,1
2UUE,A,Kinase,1
2UZE,A,Kinase,1
4CFW,A,Kinase,1
2WXV,A,Kinase,1
3ORI,A,Kinase,1
4X7J,A,Kinase,1
5L2W,A,Kinase,1
4AOT,A,Kinase,1
1E9H,A,Kinase,1
2C5V,A,Kinase,1
4EON,A,Kinase,1
1ZYJ,A,Kinase,1
3NNX,A,Kinase,1
2WIP,A,Kinase,1
2C5O,A,Kinase,1
4KIN,A,Kinase,1
1URC,A,Kinase,1
3KF4,A,Kinase,1
6ATH,A,Kinase,1
2WEV,A,Kinase,1
3TNH,A,Kinase,1
2V22,A,Kinase,1
1W98,A,Kinase,1
1OKV,A,Kinase,1
3UVP,A,Kinase,1
2X1N,A,Kinase,1
3CTQ,A,Kinase,1
1OKW,A,Kinase,1
1OL1,A,Kinase,1
3HEC,A,Kinase,1
2WHB,A,Kinase,1
3BV2,A,Kinase,1
4FK6,A,Kinase,1
1ZZ2,A,Kinase,1
3P78,A,Kinase,1
6HD4,A,Kinase,1
2WFY,A,Kinase,1
6EIM,A,Kinase,1
3GI3,A,Kinase,1
3HVC,A,Kinase,1
4USE,A,Kinase,1
2PUU,A,Kinase,1
5OOR,A,Kinase,1
5O8V,A,Kinase,1
3P5K,A,Kinase,1
3LM0,A,Kinase,1
2XBJ,A,Kinase,1
4FTR,A,Kinase,1
2CN5,A,Kinase,1
2E9U,A,Kinase,1
3ZSI,A,Kinase,1
4FSU,A,Kinase,1
4BDC,A,Kinase,1
2YCS,A,Kinase,1
4FTO,A,Kinase,1
3MH0,A,Kinase,1
1NVQ,A,Kinase,1
4BDF,A,Kinase,1
3HP5,A,Kinase,1
5MOW,A,Kinase,1
3P7A,A,Kinase,1
2YIW,A,Kinase,1
4FTQ,A,Kinase,1
3E8E,A,Kinase,1
1NVS,A,Kinase,1
4BDA,A,Kinase,1
3MVM,A,Kinase,1
3UVQ,A,Kinase,1
4RVK,A,Kinase,1
1IAN,A,Kinase,1
4RVL,A,Kinase,1
3O8T,A,Kinase,1
2W0J,A,Kinase,1
2BAQ,A,Kinase,1
2WTD,A,Kinase,1
4FTN,A,Kinase,1
3NWW,A,Kinase,1
3E8C,A,Kinase,1
4BDG,A,Kinase,1
2OKR,A,Kinase,1
4FST,A,Kinase,1
5O1V,A,Kinase,1
5N3B,A,Kinase,1
3OCG,A,Kinase,1
1ZYS,A,Kinase,1
3HLL,A,Kinase,1
4A9S,A,Kinase,1
2W7X,A,Kinase,1
3P79,A,Kinase,1
4BDE,A,Kinase,1
4A9U,A,Kinase,1
2YIQ,A,Kinase,1
4OR5,A,Kinase,1
4EHV,A,Kinase,1
3JVR,A,Kinase,1
4BDD,A,Kinase,1
2WTC,A,Kinase,1
3ROC,A,Kinase,1
5N63,A,Kinase,1
3BV3,A,Kinase,1
4HYI,A,Kinase,1
4FTJ,A,Kinase,1
2YCQ,A,Kinase,1
3BX5,A,Kinase,1
2YCF,A,Kinase,1
3NNV,A,Kinase,1
3P7B,A,Kinase,1
3PA5,A,Kinase,1
4KA3,A,Kinase,1
2YIT,A,Kinase,1
2BRO,A,Kinase,1
4BDB,A,Kinase,1
2XM9,A,Kinase,1
4AAC,A,Kinase,1
1LEW,A,Kinase,1
1KV2,A,Kinase,1
5UQ2,A,Kinase,1
2QD9,A,Kinase,1
1NVR,A,Kinase,1
3KF7,A,Kinase,1
2YM4,A,Kinase,1
4FTI,A,Kinase,1
3HL7,A,Kinase,1
3OBG,A,Kinase,1
4BC6,A,Kinase,1
2YCR,A,Kinase,1
6GTT,A,Kinase,1
2GTN,A,Kinase,1
2BAL,A,Kinase,1
4BDH,A,Kinase,1
3JVS,A,Kinase,1
2YIR,A,Kinase,1
4RVM,A,Kinase,1
3P7C,A,Kinase,1
2EWA,A,Kinase,1
2E9O,A,Kinase,1
4AA5,A,Kinase,1
2YIS,A,Kinase,1
2ONL,A,Kinase,1
3NNU,A,Kinase,1
4A9R,A,Kinase,1
5WJJ,A,Kinase,1
4DFY,A,Kinase,1
3QUE,A,Kinase,1
4EH9,A,Kinase,1
5OPV,A,Kinase,1
3NEW,A,Kinase,1
3LFF,A,Kinase,1
2GHG,A,Kinase,1
2E9N,A,Kinase,1
1KV1,A,Kinase,1
3MGY,A,Kinase,1
2GHM,A,Kinase,1
3KQ7,A,Kinase,1
2HY0,A,Kinase,1
4AA4,A,Kinase,1
5ETA,A,Kinase,1
4KIQ,A,Kinase,1
3GVU,A,Kinase,1
2YWP,A,Kinase,1
2Y8O,A,Kinase,1
1LEZ,A,Kinase,1
4A9T,A,Kinase,1
2BR1,A,Kinase,1
2HXQ,A,Kinase,1
2HXL,A,Kinase,1
1ZLT,A,Kinase,1
4KIP,A,Kinase,1
3FKO,A,Kinase,1
3PVB,A,Kinase,1
2GHL,A,Kinase,1
3K3I,A,Kinase,1
4F9W,A,Kinase,1
2C3L,A,Kinase,1
4OGR,A,Kinase,1
3HV7,A,Kinase,1
3K3J,A,Kinase,1
3OBJ,A,Kinase,1
4DLI,A,Kinase,1
1OZ1,A,Kinase,1
3MPT,A,Kinase,1
4EWQ,A,Kinase,1
4F9Y,A,Kinase,1
5N67,A,Kinase,1
5O90,A,Kinase,1
5ML5,A,Kinase,1
3FSK,A,Kinase,1
4LOO,A,Kinase,1
3LHJ,A,Kinase,1
3HEG,A,Kinase,1
4BCK,A,Kinase,1
6CYT,A,Kinase,1
3FLS,A,Kinase,1
5N66,A,Kinase,1
3MIA,A,Kinase,1
3FI4,A,Kinase,1
6I2Y,A,Kinase,1
5N68,A,Kinase,1
5O8U,A,Kinase,1
4GEO,A,Kinase,1
4EH2,A,Kinase,1
1WFC,A,Kinase,1
3OC1,A,Kinase,1
4BCQ,A,Kinase,1
3MVL,A,Kinase,1
3TG1,A,Kinase,1
4EH7,A,Kinase,1
3P4K,A,Kinase,1
5TBE,A,Kinase,1
5LAR,A,Kinase,1
5OWR,A,Kinase,1
4FTA,A,Kinase,1
3TKI,A,Kinase,1
2E9P,A,Kinase,1
2RG6,A,Kinase,1
2R0U,A,Kinase,1
1YWR,A,Kinase,1
5MTX,A,Kinase,1
2GFS,A,Kinase,1
4FSY,A,Kinase,1
2RG5,A,Kinase,1
3D7Z,A,Kinase,1
2BRB,A,Kinase,1
3HP2,A,Kinase,1
3FSF,A,Kinase,1
1R39,A,Kinase,1
1YW2,A,Kinase,1
3MPA,A,Kinase,1
3FLW,A,Kinase,1
4FSN,A,Kinase,1
3TKH,A,Kinase,1
3MH2,A,Kinase,1
5ETF,A,Kinase,1
1DI9,A,Kinase,1
4FSM,A,Kinase,1
4FTU,A,Kinase,1
3FLY,A,Kinase,1
1OVE,A,Kinase,1
3U8W,A,Kinase,1
5L1Z,A,Kinase,1
4QYE,A,Kinase,1
3FKN,A,Kinase,1
5UOJ,A,Kinase,1
4EH8,A,Kinase,1
4EH5,A,Kinase,1
2ZB0,A,Kinase,1
2HOG,A,Kinase,1
2J7T,A,Kinase,1
4FSW,A,Kinase,1
4DLJ,A,Kinase,1
4EH4,A,Kinase,1
4FSR,A,Kinase,1
2BAK,A,Kinase,1
4A9Y,A,Kinase,1
4FT9,A,Kinase,1
6ANL,A,Kinase,1
3FL4,A,Kinase,1
4FTK,A,Kinase,1
4QYF,A,Kinase,1
4FSZ,A,Kinase,1
3MH3,A,Kinase,1
4GH2,A,Kinase,1
5MTY,A,Kinase,1
4EQU,A,Kinase,1
4FTL,A,Kinase,1
4FTM,A,Kinase,1
3S4Q,A,Kinase,1
3FLQ,A,Kinase,1
4FTT,A,Kinase,1
4FT3,A,Kinase,1
4FSQ,A,Kinase,1
4FT5,A,Kinase,1
3O8P,A,Kinase,1
2QHN,A,Kinase,1
3L8X,A,Kinase,1
5N64,A,Kinase,1
3IPH,A,Kinase,1
3RIN,A,Kinase,1
3GC7,A,Kinase,1
4FT0,A,Kinase,1
2ZB1,A,Kinase,1
2I0H,A,Kinase,1
4FT7,A,Kinase,1
4FTC,A,Kinase,1
4E5B,A,Kinase,1
3FML,A,Kinase,1
3FMH,A,Kinase,1
5OWQ,A,Kinase,1
2QHM,A,Kinase,1
2GTM,A,Kinase,1
3DS6,A,Kinase,1
3FMJ,A,Kinase,1
3FMK,A,Kinase,1
4AA0,A,Kinase,1
2ZAZ,A,Kinase,1
3FMN,A,Kinase,1
3MW1,A,Kinase,1
4EH3,A,Kinase,1
3FKL,A,Kinase,1
3D83,A,Kinase,1
3HRB,A,Kinase,1
5XYY,A,Kinase,1
3HV3,A,Kinase,1
1R3C,A,Kinase,1
3NNW,A,Kinase,1
3QRI,A,Kinase,1
3GCQ,A,Kinase,1
4R3C,A,Kinase,1
5TCO,A,Kinase,1
3HA8,A,Kinase,1
5MZ3,A,Kinase,1
3GCV,A,Kinase,1
3GEQ,A,Kinase,1
3BLH,A,Kinase,1
3FMM,A,Kinase,1
4E8A,A,Kinase,1
3FLZ,A,Kinase,1
4ZTH,A,Kinase,1
3BLR,A,Kinase,1
5OUS,A,Kinase,1
4FA2,A,Kinase,1
3GCS,A,Kinase,1
4EH6,A,Kinase,1
2E9V,A,Kinase,1
3QUD,A,Kinase,1
3BLQ,A,Kinase,1
3C5U,A,Kinase,1
3HV4,A,Kinase,1
1OUY,A,Kinase,1
3HV6,A,Kinase,1
1ZXE,A,Kinase,1
2GDO,A,Kinase,1
4IMY,A,Kinase,1
2X8D,A,Kinase,1
3S3I,A,Kinase,1
4E4M,A,Kinase,1
4E6A,A,Kinase,1
2V7O,A,Kinase,1
5N65,A,Kinase,1
5XYX,A,Kinase,1
3TN8,A,Kinase,1
2YDI,A,Kinase,1
6GZH,A,Kinase,1
3MH1,A,Kinase,1
4E6Q,A,Kinase,1
4E6C,A,Kinase,1
4EC9,A,Kinase,1
1ZYD,A,Kinase,1
4BCG,A,Kinase,1
1OUK,A,Kinase,1
1XHA,A,Kinase,1
4BCF,A,Kinase,1
3LFC,A,Kinase,1
1SMH,A,Kinase,1
6AMW,A,Kinase,1
3HV5,A,Kinase,1
3IW5,A,Kinase,1
1M7Q,A,Kinase,1
3LFB,A,Kinase,1
3GCU,A,Kinase,1
4YC3,A,Kinase,1
2NPQ,A,Kinase,1
3L8S,A,Kinase,1
2BAJ,A,Kinase,1
3HUB,A,Kinase,1
3LFA,A,Kinase,1
3IW7,A,Kinase,1
3IW8,A,Kinase,1
1SYK,A,Kinase,1
3LFE,A,Kinase,1
3IW6,A,Kinase,1
4PPC,A,Kinase,1
3ZSH,A,Kinase,1
1ZY5,A,Kinase,1
3LFD,A,Kinase,1
3ZSG,A,Kinase,1
5N32,A,Kinase,1
3PG3,A,Kinase,1
5N1K,A,Kinase,1
3HUC,A,Kinase,1
1ZY4,A,Kinase,1
5N1E,A,Kinase,1
4BCH,A,Kinase,1
5N3A,A,Kinase,1
5N33,A,Kinase,1
5N1N,A,Kinase,1
3GCP,A,Kinase,1
5N37,A,Kinase,1
5N3D,A,Kinase,1
5L2Q,A,Kinase,1
5MHI,A,Kinase,1
5N1M,A,Kinase,1
3TNI,A,Kinase,1
5N39,A,Kinase,1
5N1L,A,Kinase,1
5N3E,A,Kinase,1
5N3C,A,Kinase,1
5N7P,A,Kinase,1
5N7U,A,Kinase,1
5N36,A,Kinase,1
4WIH,A,Kinase,1
2BUJ,A,Kinase,1
5O2B,A,Kinase,1
5LCQ,A,Kinase,1
6FDN,A,Kinase,1
3MI9,A,Kinase,1
5M0B,A,Kinase,1
5O0E,A,Kinase,1
5LCP,A,Kinase,1
5N1D,A,Kinase,1
5M75,A,Kinase,1
5M0U,A,Kinase,1
5OK3,A,Kinase,1
6FDM,A,Kinase,1
5LCU,A,Kinase,1
5M6V,A,Kinase,1
5OUC,A,Kinase,1
5LCR,A,Kinase,1
5OUA,A,Kinase,1
5M71,A,Kinase,1
4GMY,A,Kinase,1
3MY1,A,Kinase,1
4EC8,A,Kinase,1
5M6Y,A,Kinase,1
6HK6,A,Kinase,1
3ZS5,A,Kinase,1
5OTG,A,Kinase,1
5LCT,A,Kinase,1
4BCI,A,Kinase,1
4BCJ,A,Kinase,1
5WEV,A,Kinase,1
5NTJ,A,Kinase,1
4JIA,A,Kinase,1
4BDI,A,Kinase,1
3LQ5,A,Kinase,1
4EHZ,A,Kinase,1
4APC,A,Kinase,1
5FWP,K,Kinase,1
3ZYA,A,Kinase,1
5FWK,K,Kinase,1
4G86,A,Kinase,1
4MF0,A,Kinase,1
5C5E,A,Kinase,1
4PPA,A,Kinase,1
5XQX,A,Kinase,1
5HBH,A,Kinase,1
4B9D,A,Kinase,1
5IDN,A,Kinase,1
4QD6,A,Kinase,1
5CEI,A,Kinase,1
5ICP,A,Kinase,1
4CRL,A,Kinase,1
5HBJ,A,Kinase,1
4PPB,A,Kinase,1
3RGF,A,Kinase,1
5HBE,A,Kinase,1
4F7S,A,Kinase,1
4G6L,A,Kinase,1
4F6U,A,Kinase,1
4F7L,A,Kinase,1
5HNB,A,Kinase,1
4F6S,A,Kinase,1
5I5Z,A,Kinase,1
5BNJ,A,Kinase,1
5IDP,A,Kinase,1
4F70,A,Kinase,1
5HVY,A,Kinase,1
5FGK,A,Kinase,1
4F6W,A,Kinase,1
4F7J,A,Kinase,1
4F7N,A,Kinase,1
6AMV,A,Kinase,1
4WBB,A,Kinase,1
4I21,A,Kinase,1
5HX8,A,Kinase,1
3GOP,A,Kinase,1
5WO4,A,Kinase,1
6ELR,A,Kinase,1
4IVC,A,Kinase,1
4E4N,A,Kinase,1
4IVB,A,Kinase,1
4EI4,A,Kinase,1
4IVD,A,Kinase,1
4E5W,A,Kinase,1
4JRV,A,Kinase,1
4JQ7,A,Kinase,1
4JR3,A,Kinase,1
4JQ8,A,Kinase,1
1M14,A,Kinase,1
1M17,A,Kinase,1
5FWL,K,Kinase,1
5FWM,K,Kinase,1
2WEL,A,Kinase,1
2KUI,A,Kinase,1
2DFJ,A,Phosphatase,2
3ICF,A,Phosphatase,2
3E7A,A,Phosphatase,2
1FJM,A,Phosphatase,2
3N5U,A,Phosphatase,2
4MOV,A,Phosphatase,2
4G9J,A,Phosphatase,2
3HVQ,A,Phosphatase,2
5J28,A,Phosphatase,2
5INB,A,Phosphatase,2
4MOY,A,Phosphatase,2
3EGH,A,Phosphatase,2
3EGG,A,Phosphatase,2
6ALZ,A,Phosphatase,2
1IT6,A,Phosphatase,2
4V0W,A,Phosphatase,2
4V0V,A,Phosphatase,2
3V4Y,A,Phosphatase,2
5IOH,A,Phosphatase,2
1JK7,A,Phosphatase,2
1U32,A,Phosphatase,2
4MP0,A,Phosphatase,2
3E7B,A,Phosphatase,2
2BDX,A,Phosphatase,2
2O8G,A,Phosphatase,2
4UT3,A,Phosphatase,2
2BCD,A,Phosphatase,2
4UT2,A,Phosphatase,2
2O8A,A,Phosphatase,2
5JPF,A,Phosphatase,2
5Y32,A,Phosphatase,2
4V0X,A,Phosphatase,2
4GFU,A,Phosphatase,2
3ZM1,A,Phosphatase,2
3ZM2,A,Phosphatase,2
4PVG,A,Phosphatase,2
3ZM3,A,Phosphatase,2
5UI1,A,Phosphatase,2
3ZM0,A,Phosphatase,2
4XPN,A,Phosphatase,2
2I5X,A,Phosphatase,2
1S95,A,Phosphatase,2
3P71,C,Phosphatase,2
2BV5,A,Phosphatase,2
2QDP,A,Phosphatase,2
6H8R,A,Phosphatase,2
5OVR,A,Phosphatase,2
3D44,A,Phosphatase,2
2OC3,A,Phosphatase,2
1ZC0,A,Phosphatase,2
2QDC,A,Phosphatase,2
2GP0,A,Phosphatase,2
5OVX,A,Phosphatase,2
5OW1,A,Phosphatase,2
3O4U,A,Phosphatase,2
2BIJ,A,Phosphatase,2
3O4S,A,Phosphatase,2
3D42,A,Phosphatase,2
2HVL,A,Phosphatase,2
2QEP,A,Phosphatase,2
3MOW,A,Phosphatase,2
2QCT,A,Phosphatase,2
2A8B,A,Phosphatase,2
3O4T,A,Phosphatase,2
2I4H,A,Phosphatase,2
3O5X,A,Phosphatase,2
6BAI,A,Phosphatase,2
3H68,A,Phosphatase,2
2BZL,A,Phosphatase,2
3H63,A,Phosphatase,2
3H62,B,Phosphatase,2
4RDD,A,Phosphatase,2
