protein,chain,group,group1
5VQS,A,Polymerase,2
5VQT,A,Polymerase,2
5VQU,A,Polymerase,2
5VQV,A,Polymerase,2
5VQW,A,Polymerase,2
5VQX,A,Polymerase,2
5VQY,A,Polymerase,2
5VQZ,A,Polymerase,2
5VZ6,A,Polymerase,2
5XN0,A,Polymerase,2
5XN2,A,Polymerase,2
6AMO,A,Polymerase,2
6AN2,A,Polymerase,2
6AN8,A,Polymerase,2
6AOC,A,Polymerase,2
6B19,A,Polymerase,2
6BHJ,A,Polymerase,2
6BSG,A,Polymerase,2
6BSH,A,Polymerase,2
6BSI,A,Polymerase,2
6BSJ,A,Polymerase,2
6C0J,A,Polymerase,2
6C0K,A,Polymerase,2
6C0L,A,Polymerase,2
6C0N,A,Polymerase,2
6C0O,A,Polymerase,2
6C0P,A,Polymerase,2
6C0R,A,Polymerase,2
6CGF,A,Polymerase,2
6DTW,A,Polymerase,2
6DTX,A,Polymerase,2
6DUF,A,Polymerase,2
6DUG,A,Polymerase,2
6DUH,A,Polymerase,2
6ECL,A,Polymerase,2
6ELI,A,Polymerase,2
6HAK,A,Polymerase,2
6IK9,A,Polymerase,2
6KDJ,A,Polymerase,2
6KDK,A,Polymerase,2
6KDM,A,Polymerase,2
6KDN,A,Polymerase,2
6KDO,A,Polymerase,2
6OE3,A,Polymerase,2
6OR7,A,Polymerase,2
6OTZ,A,Polymerase,2
6OUN,A,Polymerase,2
6P1I,A,Polymerase,2
6P1X,A,Polymerase,2
6P2G,A,Polymerase,2
6UIR,A,Polymerase,2
6UIS,A,Polymerase,2
6UIT,A,Polymerase,2
6UJX,A,Polymerase,2
6UJY,A,Polymerase,2
6UJZ,A,Polymerase,2
6UK0,A,Polymerase,2
6UL5,A,Polymerase,2
6NUS,A,Polymerase,2
6NUR,A,Polymerase,2
7BV2,A,Polymerase,2
7BV1,A,Polymerase,2
6M71,A,Polymerase,2
7BTF,A,Polymerase,2
1RDR,A,Polymerase,2
3OL7,A,Polymerase,2
3OL6,A,Polymerase,2
3OL9,A,Polymerase,2
3OL8,A,Polymerase,2
4K4T,A,Polymerase,2
4K4S,A,Polymerase,2
3OLB,A,Polymerase,2
3OLA,A,Polymerase,2
2ILY,A,Polymerase,2
2ILZ,A,Polymerase,2
2IM0,A,Polymerase,2
2IM1,A,Polymerase,2
2IM2,A,Polymerase,2
2IM3,A,Polymerase,2
1RA6,A,Polymerase,2
1RA7,A,Polymerase,2
4K4W,A,Polymerase,2
4K4V,A,Polymerase,2
4K4U,A,Polymerase,2
4NLS,A,Polymerase,2
2IJF,A,Polymerase,2
4NLU,A,Polymerase,2
4NLT,A,Polymerase,2
1TQL,A,Polymerase,2
4R0E,A,Polymerase,2
4NLR,A,Polymerase,2
4NLQ,A,Polymerase,2
4NLP,A,Polymerase,2
4NLO,A,Polymerase,2
4NLY,A,Polymerase,2
4NLX,A,Polymerase,2
4NLW,A,Polymerase,2
4NLV,A,Polymerase,2
4K4Z,A,Polymerase,2
4K4Y,A,Polymerase,2
4K4X,A,Polymerase,2
4Y34,A,Polymerase,2
4WFZ,A,Polymerase,2
3DDK,A,Polymerase,2
4ZPA,A,Polymerase,2
4ZPD,A,Polymerase,2
4ZPC,A,Polymerase,2
4ZPB,A,Polymerase,2
4WFY,A,Polymerase,2
4WFX,A,Polymerase,2
4Y2A,A,Polymerase,2
3CDW,A,Polymerase,2
3CDU,A,Polymerase,2
4ZP9,A,Polymerase,2
4ZP8,A,Polymerase,2
4ZP7,A,Polymerase,2
4ZP6,A,Polymerase,2
5XE0,A,Polymerase,2
5ZIT,A,Polymerase,2
5ZIU,A,Polymerase,2
6KWQ,A,Polymerase,2
6KWR,A,Polymerase,2
4IKA,A,Polymerase,2
3N6N,A,Polymerase,2
3N6M,A,Polymerase,2
3N6L,A,Polymerase,2
5F8M,A,Polymerase,2
5F8N,A,Polymerase,2
5F8L,A,Polymerase,2
5F8I,A,Polymerase,2
5F8G,A,Polymerase,2
5F8H,A,Polymerase,2
5Y6Z,A,Polymerase,2
6LSE,A,Polymerase,2
6LSF,A,Polymerase,2
6LSG,A,Polymerase,2
6LSH,A,Polymerase,2
1XR5,A,Polymerase,2
1XR6,A,Polymerase,2
1XR7,A,Polymerase,2
1TP7,A,Polymerase,2
4K50,A,Polymerase,2
3RTF,B,GBP,3
3RT6,B,GBP,3
3RT8,A,GBP,3
3OEK,A,GBP,3
3OEL,A,GBP,3
3OEM,A,GBP,3
3OEN,A,GBP,3
5ZG0,A,GBP,3
5ZG1,A,GBP,3
5ZG2,A,GBP,3
5ZG3,A,GBP,3
1LB8,A,GBP,3
1LB9,A,GBP,3
1LBB,A,GBP,3
1M5B,A,GBP,3
1M5C,A,GBP,3
1M5D,A,GBP,3
1M5E,A,GBP,3
1M5F,C,GBP,3
1MM6,A,GBP,3
1MM7,A,GBP,3
1MQG,A,GBP,3
1MQH,A,GBP,3
1MQI,A,GBP,3
1MQJ,A,GBP,3
3IJO,B,GBP,3
3IJX,B,GBP,3
3IK6,B,GBP,3
3IL1,B,GBP,3
3ILT,B,GBP,3
3ILU,B,GBP,3
3KGC,A,GBP,3
3PMW,A,GBP,3
3RTW,B,GBP,3
3TDJ,A,GBP,3
4G8M,A,GBP,3
4GXS,B,GBP,3
4H8J,A,GBP,3
4IGT,A,GBP,3
4ISU,A,GBP,3
4IY5,A,GBP,3
4IY6,A,GBP,3
4N07,A,GBP,3
4Q30,B,GBP,3
1LBC,A,GBP,3
3PD8,B,GBP,3
3PD9,A,GBP,3
4F1Y,A,GBP,3
4F22,A,GBP,3
4F29,A,GBP,3
4F2O,A,GBP,3
4F2Q,A,GBP,3
4F31,B,GBP,3
4F39,A,GBP,3
4F3B,A,GBP,3
4F3G,A,GBP,3
3EN3,A,GBP,3
3EPE,A,GBP,3
3KEI,A,GBP,3
3KFM,A,GBP,3
3GBA,A,GBP,3
3GBB,A,GBP,3
4E0X,A,GBP,3
4QF9,A,GBP,3
1S50,A,GBP,3
3G3F,A,GBP,3
4H8I,A,GBP,3
4E0W,A,GBP,3
4IGR,A,GBP,3
4NWC,A,GBP,3
4NWD,A,GBP,3
5DT6,A,GBP,3
5ICT,A,GBP,3
4WXJ,B,GBP,3
6NJL,C,GBP,3
6NJN,A,GBP,3
6QKC,A,GBP,3
6QKZ,A,GBP,3
7LDD,A,GBP,3
7LDE,A,GBP,3
7OCA,A,GBP,3
7OCC,A,GBP,3
7OCD,A,GBP,3
7OCE,C,GBP,3
7OCF,A,GBP,3
7QHB,A,GBP,3
7QHH,A,GBP,3
8AYO,A,GBP,3
8C1P,A,GBP,3
8C1Q,A,GBP,3
8C2H,A,GBP,3
8C2I,A,GBP,3
8P3T,C,GBP,3
8P3U,B,GBP,3
8P3V,C,GBP,3
8P3W,A,GBP,3
1FTJ,B,GBP,3
1FTK,A,GBP,3
1FTL,A,GBP,3
1FTM,A,GBP,3
1FTO,A,GBP,3
1FW0,A,GBP,3
1GR2,A,GBP,3
1MQD,A,GBP,3
1MS7,B,GBP,3
1MXU,A,GBP,3
1MXV,A,GBP,3
1MXW,A,GBP,3
1MXX,A,GBP,3
1MXY,A,GBP,3
1MXZ,A,GBP,3
1MY0,A,GBP,3
1MY1,B,GBP,3
1MY2,A,GBP,3
1MY3,A,GBP,3
1MY4,A,GBP,3
1NNK,A,GBP,3
1WVJ,A,GBP,3
2GFE,A,GBP,3
2I3W,A,GBP,3
2P2A,A,GBP,3
3H06,G,GBP,3
3R7X,A,GBP,3
8PIV,A,GBP,3
1P1N,A,GBP,3
1P1O,A,GBP,3
1P1Q,A,GBP,3
1P1U,A,GBP,3
1P1W,B,GBP,3
3T93,B,GBP,3
3T96,B,GBP,3
3T9H,B,GBP,3
3T9U,A,GBP,3
3T9V,A,GBP,3
3T9X,B,GBP,3
1NNP,B,GBP,3
1SYH,A,GBP,3
1SYI,A,GBP,3
1XHY,A,GBP,3
2AIX,A,GBP,3
2AL4,B,GBP,3
2AL5,A,GBP,3
2ANJ,A,GBP,3
2CMO,A,GBP,3
2I3V,A,GBP,3
2UXA,A,GBP,3
2XHD,A,GBP,3
2XX7,C,GBP,3
2XX8,A,GBP,3
2XX9,A,GBP,3
2XXH,A,GBP,3
2XXI,A,GBP,3
3B6Q,A,GBP,3
3B6T,A,GBP,3
3B6W,A,GBP,3
3B7D,A,GBP,3
3BBR,A,GBP,3
3BFT,B,GBP,3
3BFU,A,GBP,3
3BKI,P,GBP,3
3DP6,A,GBP,3
3H03,D,GBP,3
3H6T,A,GBP,3
3H6U,A,GBP,3
3H6V,A,GBP,3
3H6W,A,GBP,3
3KG2,A,GBP,3
3LSF,B,GBP,3
3LSL,A,GBP,3
3M3L,A,GBP,3
3O28,A,GBP,3
3O29,A,GBP,3
3O2A,A,GBP,3
3O6G,A,GBP,3
3O6H,A,GBP,3
3O6I,A,GBP,3
3PMV,A,GBP,3
3PMX,A,GBP,3
3RN8,B,GBP,3
3RNN,A,GBP,3
3TKD,A,GBP,3
3TZA,A,GBP,3
3UA8,A,GBP,3
4FAT,A,GBP,3
4L17,A,GBP,3
4LZ5,A,GBP,3
4LZ7,A,GBP,3
4LZ8,A,GBP,3
4O3A,A,GBP,3
4O3B,A,GBP,3
4O3C,A,GBP,3
4U1O,A,GBP,3
4U1W,D,GBP,3
4U1X,A,GBP,3
4U1Y,A,GBP,3
4U1Z,A,GBP,3
4U21,A,GBP,3
4U22,A,GBP,3
4U23,A,GBP,3
4U2P,A,GBP,3
4U2Q,A,GBP,3
4U2R,B,GBP,3
4U4F,A,GBP,3
4U4G,B,GBP,3
4U4S,A,GBP,3
4U4X,A,GBP,3
4U5B,A,GBP,3
4U5C,A,GBP,3
4U5E,A,GBP,3
4U5F,A,GBP,3
4UQ6,A,GBP,3
4UQJ,A,GBP,3
4UQK,A,GBP,3
4X48,A,GBP,3
4YMA,B,GBP,3
4YU0,A,GBP,3
4Z0I,A,GBP,3
5BUU,A,GBP,3
5CBR,A,GBP,3
5CBS,B,GBP,3
5ELV,A,GBP,3
5FHM,A,GBP,3
5FHN,A,GBP,3
5FHO,A,GBP,3
5FTH,A,GBP,3
5FTI,A,GBP,3
5H8S,A,GBP,3
5IDE,A,GBP,3
5IDF,A,GBP,3
5JEI,A,GBP,3
5KBS,B,GBP,3
5KBT,A,GBP,3
5KBU,A,GBP,3
5KBV,C,GBP,3
5KK2,A,GBP,3
5L1B,B,GBP,3
5L1E,B,GBP,3
5L1F,A,GBP,3
5L1G,A,GBP,3
5L1H,A,GBP,3
5NG9,A,GBP,3
5NIH,B,GBP,3
5NS9,A,GBP,3
5O9A,A,GBP,3
5OEW,B,GBP,3
5VHW,A,GBP,3
5VHX,A,GBP,3
5VHY,A,GBP,3
5VHZ,A,GBP,3
5VOT,A,GBP,3
5VOU,A,GBP,3
5VOV,A,GBP,3
5WEK,C,GBP,3
5WEL,A,GBP,3
5WEM,A,GBP,3
5WEN,A,GBP,3
5WEO,B,GBP,3
5YBF,A,GBP,3
5YBG,B,GBP,3
6DLZ,A,GBP,3
6DM0,A,GBP,3
6DM1,A,GBP,3
6FAZ,A,GBP,3
6FQG,A,GBP,3
6FQH,A,GBP,3
6FQI,A,GBP,3
6FQJ,F,GBP,3
6FQK,A,GBP,3
6GIV,A,GBP,3
6GL4,A,GBP,3
6HC9,A,GBP,3
6HCA,A,GBP,3
6HCB,B,GBP,3
6HCC,A,GBP,3
6HCH,A,GBP,3
6O9G,A,GBP,3
6PEQ,A,GBP,3
6Q54,A,GBP,3
6Q60,A,GBP,3
6RUQ,B,GBP,3
6U5S,D,GBP,3
6U6I,D,GBP,3
6UCB,C,GBP,3
6UD4,A,GBP,3
6UD8,B,GBP,3
6XSR,A,GBP,3
6YK2,A,GBP,3
6YK3,A,GBP,3
6YK4,A,GBP,3
6YK5,A,GBP,3
6YK6,A,GBP,3
6ZYU,A,GBP,3
7F3O,C,GBP,3
7RYY,A,GBP,3
7RYZ,A,GBP,3
7RZ4,A,GBP,3
7RZ5,A,GBP,3
7RZ6,A,GBP,3
7RZ7,A,GBP,3
7RZ8,A,GBP,3
7RZ9,A,GBP,3
7RZA,D,GBP,3
7TNJ,A,GBP,3
7TNK,A,GBP,3
7TNL,C,GBP,3
7TNM,A,GBP,3
7TNN,B,GBP,3
7TNO,A,GBP,3
7TNP,A,GBP,3
8AYL,B,GBP,3
8AYN,D,GBP,3
8C1R,A,GBP,3
8C1S,A,GBP,3
8P3Q,A,GBP,3
8P3S,A,GBP,3
8P3X,A,GBP,3
8P3Y,A,GBP,3
8P3Z,A,GBP,3
8SS2,B,GBP,3
8SS3,B,GBP,3
8SS4,A,GBP,3
8SS5,B,GBP,3
8SS6,A,GBP,3
8SS7,B,GBP,3
8SS8,A,GBP,3
8SS9,A,GBP,3
8SSA,A,GBP,3
8SSB,C,GBP,3
3LSW,A,GBP,3
3LSX,A,GBP,3
3DLN,A,GBP,3
3DP4,A,GBP,3
3M3F,A,GBP,3
3M3K,A,GBP,3
6NJM,A,GBP,3
3FAS,A,GBP,3
3FAT,A,GBP,3
6KSP,A,GBP,3
6KSS,D,GBP,3
7Z2R,A,GBP,3
8BLJ,A,GBP,3
8BN2,A,GBP,3
8BN5,A,GBP,3
2V3T,A,GBP,3
2V3U,A,GBP,3
5CC2,A,GBP,3
5L2E,A,GBP,3
6LU9,A,GBP,3
1TXF,A,GBP,3
1YCJ,A,GBP,3
2F34,A,GBP,3
2F35,A,GBP,3
2F36,A,GBP,3
3FUZ,A,GBP,3
3FV1,A,GBP,3
3FV2,A,GBP,3
3FVG,A,GBP,3
3FVK,A,GBP,3
3FVN,A,GBP,3
3FVO,A,GBP,3
3S2V,B,GBP,3
4DLD,A,GBP,3
7YSV,A,GBP,3
8GPR,C,GBP,3
1VSO,A,GBP,3
2OJT,A,GBP,3
2PBW,A,GBP,3
2QS1,A,GBP,3
2QS2,A,GBP,3
2QS3,A,GBP,3
2QS4,A,GBP,3
2WKY,A,GBP,3
2ZNS,A,GBP,3
2ZNT,A,GBP,3
2ZNU,A,GBP,3
3C31,A,GBP,3
3C32,A,GBP,3
3C33,A,GBP,3
3C34,A,GBP,3
3C35,A,GBP,3
3C36,A,GBP,3
4MF3,A,GBP,3
4YMB,A,GBP,3
5M2V,B,GBP,3
5MFQ,A,GBP,3
5MFV,B,GBP,3
5MFW,B,GBP,3
5NEB,A,GBP,3
5NF5,B,GBP,3
6FZ4,A,GBP,3
6SBT,A,GBP,3
7LVT,A,GBP,3
7YSJ,D,GBP,3
1YAE,A,GBP,3
3G3G,B,GBP,3
3G3H,A,GBP,3
3G3I,A,GBP,3
3G3J,A,GBP,3
3G3K,A,GBP,3
1S7Y,A,GBP,3
1S9T,A,GBP,3
1SD3,A,GBP,3
1TT1,B,GBP,3
2I0B,A,GBP,3
2I0C,A,GBP,3
2XXR,A,GBP,3
2XXT,B,GBP,3
2XXU,A,GBP,3
2XXV,A,GBP,3
2XXW,A,GBP,3
2XXX,A,GBP,3
2XXY,A,GBP,3
3QXM,A,GBP,3
4BDL,A,GBP,3
4BDM,A,GBP,3
4BDN,A,GBP,3
4BDO,A,GBP,3
4BDQ,A,GBP,3
4BDR,A,GBP,3
4UQQ,A,GBP,3
5CMK,A,GBP,3
5CMM,A,GBP,3
5KUF,A,GBP,3
5KUH,A,GBP,3
7F56,A,GBP,3
7F57,A,GBP,3
7F59,A,GBP,3
7F5A,A,GBP,3
7F5B,A,GBP,3
8F0O,A,GBP,3
8FWQ,A,GBP,3
8FWR,B,GBP,3
8FWS,D,GBP,3
8FWT,A,GBP,3
8FWU,A,GBP,3
8FWV,A,GBP,3
8FWW,A,GBP,3
3S9E,A,GBP,3
3U92,A,GBP,3
3U93,A,GBP,3
3U94,A,GBP,3
4G8N,A,GBP,3
4MH5,A,GBP,3
5NF6,A,GBP,3
5O4F,B,GBP,3
6F28,A,GBP,3
6F29,A,GBP,3
6JFY,D,GBP,3
6JFZ,A,GBP,3
6JMV,A,GBP,3
7VM2,A,GBP,3
6KZM,A,GBP,3
6L6F,A,GBP,3
5IKB,A,GBP,3
7KS0,A,GBP,3
7KS3,A,GBP,3
1Y1M,A,GBP,3
1Y1Z,A,GBP,3
1Y20,A,GBP,3
2A5T,A,GBP,3
4TLL,A,GBP,3
4TLM,C,GBP,3
5IOU,A,GBP,3
5IOV,A,GBP,3
5IPQ,A,GBP,3
5IPR,A,GBP,3
5IPS,A,GBP,3
5IPT,A,GBP,3
5IPU,A,GBP,3
5IPV,A,GBP,3
5UN1,C,GBP,3
5UOW,A,GBP,3
5UP2,A,GBP,3
1PBQ,B,GBP,3
4KFQ,A,GBP,3
4KCC,A,GBP,3
4NF5,A,GBP,3
4NF8,A,GBP,3
4PE5,A,GBP,3
5FXG,A,GBP,3
5FXH,A,GBP,3
5FXI,A,GBP,3
5FXJ,A,GBP,3
5FXK,A,GBP,3
5H8H,B,GBP,3
5I56,A,GBP,3
5I57,A,GBP,3
5I58,A,GBP,3
5I59,A,GBP,3
5JTY,A,GBP,3
5TPA,B,GBP,3
5U8C,A,GBP,3
5VIH,A,GBP,3
5VII,A,GBP,3
6CNA,A,GBP,3
6IRF,A,GBP,3
6IRG,C,GBP,3
6MMA,A,GBP,3
6MMG,A,GBP,3
6MMH,A,GBP,3
6MMI,A,GBP,3
6MMJ,A,GBP,3
6MML,A,GBP,3
6MMM,A,GBP,3
6MMN,A,GBP,3
6MMP,A,GBP,3
6MMS,A,GBP,3
6MMU,A,GBP,3
6MMW,C,GBP,3
6OVD,A,GBP,3
6OVE,A,GBP,3
6USU,A,GBP,3
6USV,A,GBP,3
6UZ6,A,GBP,3
6UZW,A,GBP,3
6UZX,A,GBP,3
6WHR,A,GBP,3
6WHT,A,GBP,3
6WHU,A,GBP,3
6WHV,A,GBP,3
6WHW,A,GBP,3
6WI0,A,GBP,3
6WI1,A,GBP,3
7SAA,A,GBP,3
7SAB,A,GBP,3
7SAC,A,GBP,3
7TEE,A,GBP,3
7TER,A,GBP,3
7TES,A,GBP,3
7TET,C,GBP,3
7YFG,A,GBP,3
7YFH,C,GBP,3
7YFM,A,GBP,3
8HDK,A,GBP,3
2A5S,A,GBP,3
4JWX,A,GBP,3
4NF4,B,GBP,3
4NF6,B,GBP,3
5DEX,B,GBP,3
5VIJ,B,GBP,3
6MM9,B,GBP,3
6MMB,B,GBP,3
6MMK,B,GBP,3
6MMR,B,GBP,3
6MMT,D,GBP,3
6MMV,D,GBP,3
6MMX,B,GBP,3
6ODL,A,GBP,3
6UZG,B,GBP,3
6UZR,B,GBP,3
5H8F,A,GBP,3
5H8N,A,GBP,3
5H8Q,A,GBP,3
5I2K,A,GBP,3
5I2N,A,GBP,3
5KCJ,A,GBP,3
5KDT,A,GBP,3
5TP9,A,GBP,3
6IRA,D,GBP,3
6IRH,D,GBP,3
7EOQ,C,GBP,3
7EOR,A,GBP,3
7EOS,A,GBP,3
7EOT,C,GBP,3
7EOU,C,GBP,3
7EU7,D,GBP,3
6WHS,B,GBP,3
6WHX,B,GBP,3
6WHY,B,GBP,3
7SAD,B,GBP,3
7EU8,B,GBP,3
4JWY,A,GBP,3
7YFF,B,GBP,3
7YFL,B,GBP,3
7YFO,B,GBP,3
7YFR,B,GBP,3
2RC7,A,GBP,3
2RC8,B,GBP,3
2RC9,A,GBP,3
4KCD,A,GBP,3
2RCA,A,GBP,3
2RCB,A,GBP,3
4MQF,A,GBP,3
4MR7,A,GBP,3
4MR9,A,GBP,3
4MRM,A,GBP,3
4MS1,A,GBP,3
4MS4,A,GBP,3
6UO8,A,GBP,3
6UO9,A,GBP,3
6UOA,A,GBP,3
6VJM,A,GBP,3
6W2X,A,GBP,3
6W2Y,A,GBP,3
6WIV,A,GBP,3
7C7Q,A,GBP,3
7C7S,A,GBP,3
7CA3,A,GBP,3
7CA5,A,GBP,3
7CUM,A,GBP,3
4F11,A,GBP,3
4F12,A,GBP,3
4MQE,B,GBP,3
4MR8,B,GBP,3
4MS3,B,GBP,3
1EWT,A,GBP,3
1EWV,A,GBP,3
1ISR,A,GBP,3
1ISS,A,GBP,3
3KS9,A,GBP,3
7DGD,A,GBP,3
7DGE,A,GBP,3
1EWK,B,GBP,3
8JCU,2,GBP,3
8JCV,2,GBP,3
8JCW,2,GBP,3
8JCX,2,GBP,3
8JCY,2,GBP,3
8JCZ,2,GBP,3
8JD0,2,GBP,3
8JD1,2,GBP,3
8JD2,2,GBP,3
8JD3,2,GBP,3
8JD4,2,GBP,3
8JD5,2,GBP,3
4XAQ,A,GBP,3
4XAS,A,GBP,3
5CNI,A,GBP,3
5CNJ,A,GBP,3
5KZN,A,GBP,3
5KZQ,A,GBP,3
7EPA,A,GBP,3
7EPB,A,GBP,3
7EPD,A,GBP,3
7MTQ,A,GBP,3
7MTS,A,GBP,3
7MTR,B,GBP,3
7E9G,R,GBP,3
2E4U,A,GBP,3
2E4V,A,GBP,3
2E4W,A,GBP,3
2E4X,A,GBP,3
2E4Y,A,GBP,3
3SM9,A,GBP,3
4XAR,A,GBP,3
5CNM,A,GBP,3
6B7H,A,GBP,3
7WIH,A,GBP,3
5CNK,B,GBP,3
7WI6,B,GBP,3
7WI8,B,GBP,3
7E9H,R,GBP,3
8JD6,S,GBP,3
3LMK,A,GBP,3
6N4Y,A,GBP,3
6N51,A,GBP,3
6N52,A,GBP,3
7FD8,A,GBP,3
7FD9,A,GBP,3
8T7H,A,GBP,3
8T8M,A,GBP,3
8TAO,A,GBP,3
6N4X,B,GBP,3
6N50,B,GBP,3
8T6J,B,GBP,3
2E4Z,A,GBP,3
3MQ4,A,GBP,3
5C5C,A,GBP,3
7EPC,A,GBP,3
6BSZ,A,GBP,3
6BT5,A,GBP,3
6E5V,B,GBP,3
1A37,A,P1433,4
1A38,A,P1433,4
1A4O,A,P1433,4
1IB1,A,P1433,4
1O9C,A,P1433,4
1O9D,A,P1433,4
1O9E,A,P1433,4
1O9F,A,P1433,4
1QJA,A,P1433,4
1QJB,A,P1433,4
1YWT,A,P1433,4
1YZ5,A,P1433,4
2B05,A,P1433,4
2BQ0,A,P1433,4
2BR9,A,P1433,4
2BTP,A,P1433,4
2C1J,A,P1433,4
2C1N,A,P1433,4
2C23,A,P1433,4
2C63,A,P1433,4
2C74,A,P1433,4
2NPM,A,P1433,4
2O02,A,P1433,4
2O98,A,P1433,4
2V7D,A,P1433,4
2WH0,A,P1433,4
3AXY,C,P1433,4
3CU8,A,P1433,4
3E6Y,A,P1433,4
3EFZ,A,P1433,4
3IQJ,A,P1433,4
3IQU,A,P1433,4
3IQV,A,P1433,4
3LW1,A,P1433,4
3M50,A,P1433,4
3M51,A,P1433,4
3MHR,A,P1433,4
3NKX,A,P1433,4
3O8I,A,P1433,4
3P1N,A,P1433,4
3P1O,A,P1433,4
3P1P,A,P1433,4
3P1Q,A,P1433,4
3P1R,A,P1433,4
3P1S,A,P1433,4
3RDH,A,P1433,4
3SMK,A,P1433,4
3SML,A,P1433,4
3SMM,A,P1433,4
3SMN,A,P1433,4
3SMO,A,P1433,4
3SP5,A,P1433,4
3SPR,A,P1433,4
3T0L,A,P1433,4
3T0M,A,P1433,4
3U9X,A,P1433,4
3UAL,A,P1433,4
3UBW,A,P1433,4
3UX0,A,P1433,4
3UZD,A,P1433,4
4BG6,A,P1433,4
4DAT,A,P1433,4
4DAU,A,P1433,4
4DHM,A,P1433,4
4DHN,A,P1433,4
4DHO,A,P1433,4
4DHP,A,P1433,4
4DHQ,A,P1433,4
4DHR,A,P1433,4
4DHS,A,P1433,4
4DHT,A,P1433,4
4DHU,A,P1433,4
4DNK,A,P1433,4
4DX0,A,P1433,4
4E2E,A,P1433,4
4F7R,A,P1433,4
4FJ3,A,P1433,4
4FL5,A,P1433,4
4FR3,A,P1433,4
4GNT,A,P1433,4
4HKC,A,P1433,4
4IEA,A,P1433,4
4IHL,A,P1433,4
4J6S,A,P1433,4
4JC3,A,P1433,4
4JDD,A,P1433,4
4N7G,A,P1433,4
4N7Y,A,P1433,4
4N84,A,P1433,4
4O46,A,P1433,4
4QLI,A,P1433,4
4WRQ,A,P1433,4
4Y32,A,P1433,4
4Y3B,A,P1433,4
4Y5I,A,P1433,4
4ZDR,A,P1433,4
4ZQ0,A,P1433,4
5BTV,A,P1433,4
5BY9,A,P1433,4
5D2D,A,P1433,4
5D3E,A,P1433,4
5D3F,A,P1433,4
5EWZ,A,P1433,4
5EXA,A,P1433,4
5F74,A,P1433,4
5HF3,A,P1433,4
5IQP,A,P1433,4
5J31,A,P1433,4
5JM4,A,P1433,4
5LTW,A,P1433,4
5LU1,A,P1433,4
5LU2,A,P1433,4
5LVZ,A,P1433,4
5LX2,A,P1433,4
5M35,A,P1433,4
5M36,A,P1433,4
5M37,A,P1433,4
5MHC,A,P1433,4
5MOC,A,P1433,4
5MXO,A,P1433,4
5MY9,A,P1433,4
5MYC,A,P1433,4
5N10,A,P1433,4
5N5R,A,P1433,4
5N5T,A,P1433,4
5N5W,A,P1433,4
5N75,A,P1433,4
5NAS,A,P1433,4
5NWI,A,P1433,4
5NWJ,A,P1433,4
5NWK,A,P1433,4
5OEG,A,P1433,4
5OEH,A,P1433,4
5ULO,A,P1433,4
5WFU,A,P1433,4
5WFX,A,P1433,4
5WXN,A,P1433,4
5XY9,A,P1433,4
5YQG,A,P1433,4
6A5Q,A,P1433,4
6A5S,A,P1433,4
6BCR,A,P1433,4
6BCY,A,P1433,4
6BD1,A,P1433,4
6BD2,A,P1433,4
6BQT,A,P1433,4
6BYJ,A,P1433,4
6BYK,A,P1433,4
6BYL,A,P1433,4
6BZD,A,P1433,4
6EF5,A,P1433,4
6EIH,A,P1433,4
6EJL,A,P1433,4
6EWW,A,P1433,4
6F08,A,P1433,4
6F09,P,P1433,4
6FAU,A,P1433,4
6FAV,A,P1433,4
6FAW,A,P1433,4
6FBB,A,P1433,4
6FBW,A,P1433,4
6FBY,A,P1433,4
6FCP,A,P1433,4
6FEL,A,P1433,4
6FI4,A,P1433,4
6FI5,A,P1433,4
6FN9,A,P1433,4
6FNA,A,P1433,4
6FNB,A,P1433,4
6FNC,A,P1433,4
6G6X,A,P1433,4
6G8I,A,P1433,4
6G8J,A,P1433,4
6G8K,A,P1433,4
6G8L,A,P1433,4
6G8P,A,P1433,4
6G8Q,A,P1433,4
6GHP,A,P1433,4
6GKF,A,P1433,4
6GKG,A,P1433,4
6GN0,A,P1433,4
6GN8,A,P1433,4
6GNJ,A,P1433,4
6GNK,A,P1433,4
6GNN,A,P1433,4
6HEP,A,P1433,4
6HHP,A,P1433,4
6HKB,A,P1433,4
6HKF,A,P1433,4
6HMT,A,P1433,4
6HMU,A,P1433,4
6HN2,A,P1433,4
6KZG,A,P1433,4
6KZH,A,P1433,4
6NV2,A,P1433,4
6NYB,C,P1433,4
6Q0J,X,P1433,4
6Q0K,X,P1433,4
6Q0T,X,P1433,4
6QDR,A,P1433,4
6QDS,A,P1433,4
6QDT,A,P1433,4
6QDU,A,P1433,4
6QHL,A,P1433,4
6QHM,A,P1433,4
6QIU,A,P1433,4
6QZR,A,P1433,4
6QZS,A,P1433,4
6R5L,A,P1433,4
6RHC,A,P1433,4
6RJL,A,P1433,4
6RJQ,A,P1433,4
6RJZ,A,P1433,4
6RK8,A,P1433,4
6RKI,A,P1433,4
6RKK,A,P1433,4
6RKM,A,P1433,4
6RL3,A,P1433,4
6RL4,A,P1433,4
6RL6,A,P1433,4
6RLZ,A,P1433,4
6RM5,A,P1433,4
6RM7,A,P1433,4
6RP6,A,P1433,4
6RWH,A,P1433,4
6RWI,A,P1433,4
6RWS,A,P1433,4
6RWU,A,P1433,4
6RX2,A,P1433,4
6S39,A,P1433,4
6S3C,A,P1433,4
6S40,A,P1433,4
6S9K,A,P1433,4
6S9Q,A,P1433,4
6SAD,A,P1433,4
