protein,chain,group,group1
1VI0,A,alpha,0
1WKU,A,alpha,0
2AG8,A,alpha,0
2EUK,A,alpha,0
2EUM,A,alpha,0
2P7Z,A,alpha,0
2R0O,A,alpha,0
3BCG,A,alpha,0
3CWR,A,alpha,0
3D24,A,alpha,0
3F7P,A,alpha,0
3HRX,A,alpha,0
3HTA,A,alpha,0
3NG1,A,alpha,0
3R2A,A,alpha,0
3RWV,A,alpha,0
3RZN,A,alpha,0
3S0I,A,alpha,0
3T88,A,alpha,0
3V6G,A,alpha,0
4AT4,A,alpha,0
4DAW,A,alpha,0
1A0P,A,alpha,0
1O9K,A,alpha,0
1QQ7,A,alpha,0
1SH6,A,alpha,0
1WEI,A,alpha,0
1YQG,A,alpha,0
2NP5,A,alpha,0
2OER,A,alpha,0
2PBP,A,alpha,0
2QE4,A,alpha,0
2V27,A,alpha,0
3CW7,A,alpha,0
3CWT,A,alpha,0
3FAL,A,alpha,0
3FXZ,A,alpha,0
3MZO,A,alpha,0
1BM1,A,alpha,0
1ERR,A,alpha,0
1FTS,A,alpha,0
1P93,A,alpha,0
2FW2,A,alpha,0
2GTR,A,alpha,0
2HY8,1,alpha,0
2IA8,A,alpha,0
2P10,A,alpha,0
2P4X,A,alpha,0
2Q52,A,alpha,0
2QGS,A,alpha,0
3BRU,A,alpha,0
3F7C,A,alpha,0
3GF9,A,alpha,0
3I47,A,alpha,0
3M9I,A,alpha,0
3OZJ,A,alpha,0
3TP0,A,alpha,0
3ZQF,A,alpha,0
1BRX,A,alpha,0
1HU3,A,alpha,0
1K74,A,alpha,0
1KS9,A,alpha,0
1KXM,A,alpha,0
1KXN,A,alpha,0
1NG1,A,alpha,0
1U9N,A,alpha,0
1WTD,A,alpha,0
2CNW,A,alpha,0
2D6Y,A,alpha,0
2G7G,A,alpha,0
2H56,A,alpha,0
2I3F,A,alpha,0
2J7P,A,alpha,0
2W53,A,alpha,0
2X6O,A,alpha,0
2ZD2,A,alpha,0
3BU8,A,alpha,0
3EO2,A,alpha,0
3R5M,A,alpha,0
4AUX,A,alpha,0
1A52,A,alpha,0
1EOI,A,alpha,0
1G6W,A,alpha,0
1IW8,A,alpha,0
1K0C,A,alpha,0
1LV2,A,alpha,0
1XV9,A,alpha,0
1XVP,A,alpha,0
2FJ1,A,alpha,0
2GFN,A,alpha,0
2IBD,A,alpha,0
2NS7,A,alpha,0
2P1V,A,alpha,0
2QRX,A,alpha,0
2QVA,A,alpha,0
2ZY0,A,alpha,0
3BUA,A,alpha,0
3CVS,A,alpha,0
3CWA,A,alpha,0
3CWU,A,alpha,0
3H4M,A,alpha,0
1JKU,A,alpha,0
1JKV,A,alpha,0
1KG3,A,alpha,0
1O9I,A,alpha,0
1PU7,A,alpha,0
1PU8,A,alpha,0
1RQL,A,alpha,0
1RQN,A,alpha,0
1T5P,A,alpha,0
2G3B,A,alpha,0
2NS8,A,alpha,0
2Q9R,A,alpha,0
2RCY,A,alpha,0
2WA5,A,alpha,0
3CJW,A,alpha,0
3CVT,A,alpha,0
3CWS,A,alpha,0
3IRU,A,alpha,0
1LVA,A,alpha,0
1MKR,A,alpha,0
1R8J,A,alpha,0
1SWV,A,alpha,0
1W2Y,A,alpha,0
2GPP,A,alpha,0
2GPU,A,alpha,0
2ICV,A,alpha,0
2P1U,A,alpha,0
2QOP,A,alpha,0
2UZD,A,alpha,0
2WOE,A,alpha,0
2ZAS,A,alpha,0
2ZXZ,A,alpha,0
3BYI,A,alpha,0
3DEW,A,alpha,0
3HIN,A,alpha,0
3KMZ,A,alpha,0
3KWY,A,alpha,0
3MYB,A,alpha,0
3PCU,A,alpha,0
3PRG,A,alpha,0
3RIW,A,alpha,0
3SFI,A,alpha,0
4G86,A,alpha,0
1EXN,A,alpha,0
1JXZ,A,alpha,0
1MKQ,A,alpha,0
1ML2,A,alpha,0
1PVS,A,alpha,0
1WG8,A,alpha,0
1XLS,A,alpha,0
2B11,A,alpha,0
2B6C,A,alpha,0
2ID3,A,alpha,0
2O57,A,alpha,0
2R31,A,alpha,0
2RAS,A,alpha,0
2VPR,A,alpha,0
2WOC,A,alpha,0
2WOD,A,alpha,0
3B8N,A,alpha,0
3ERT,A,alpha,0
3FK7,A,alpha,0
3KNT,A,alpha,0
3P9T,A,alpha,0
3RIV,A,alpha,0
3SDG,A,alpha,0
4GED,A,alpha,0
1AT9,A,alpha,0
1DXX,A,alpha,0
1F5X,A,alpha,0
1IYN,A,alpha,0
1KV6,A,alpha,0
1P4X,A,alpha,0
1PU6,A,alpha,0
1R5L,A,alpha,0
1RDT,A,alpha,0
1RZ4,A,alpha,0
1SWW,A,alpha,0
1TFC,A,alpha,0
2EYI,A,alpha,0
2HKU,A,alpha,0
2P7G,A,alpha,0
2VKE,A,alpha,0
2XPV,A,alpha,0
3A9E,A,alpha,0
3BQO,A,alpha,0
3FK6,A,alpha,0
4CSM,A,alpha,0
1D2T,A,alpha,0
1DSE,A,alpha,0
1H6I,A,alpha,0
1H9U,A,alpha,0
1N1C,A,alpha,0
1OKK,A,alpha,0
1UI6,A,alpha,0
2EYN,A,alpha,0
2HS5,A,alpha,0
2HYJ,A,alpha,0
2P7A,A,alpha,0
2Q7F,A,alpha,0
2XB5,A,alpha,0
2YLY,A,alpha,0
3G1L,A,alpha,0
3GYU,A,alpha,0
3Q0V,A,alpha,0
3ZQH,A,alpha,0
4AC0,A,alpha,0
1I4T,A,alpha,0
1J8Y,F,alpha,0
1KG4,A,alpha,0
1KQJ,A,alpha,0
1M7W,A,alpha,0
1OIP,A,alpha,0
1UHL,A,alpha,0
1WEF,A,alpha,0
1WEG,A,alpha,0
2A96,A,alpha,0
2BRD,A,alpha,0
2GRA,A,alpha,0
2P1T,A,alpha,0
2Q4U,A,alpha,0
2Q6R,A,alpha,0
2QW4,A,alpha,0
2VKV,A,alpha,0
2XPU,A,alpha,0
3CSM,A,alpha,0
3F0Z,A,alpha,0
3G1M,A,alpha,0
3HF6,A,alpha,0
3HF8,A,alpha,0
3Q3S,A,alpha,0
3ZQG,A,alpha,0
5CSM,A,alpha,0
1BRR,A,alpha,0
1K0A,A,alpha,0
1KG2,A,alpha,0
1KG5,A,alpha,0
1KG6,A,alpha,0
1KG7,A,alpha,0
1O87,A,alpha,0
2CIC,A,alpha,0
2HXO,A,alpha,0
2IPB,A,alpha,0
2RGZ,A,alpha,0
2RHA,A,alpha,0
2XDN,A,alpha,0
2XPW,A,alpha,0
3B8M,A,alpha,0
3DHW,A,alpha,0
3FHG,A,alpha,0
3G1O,A,alpha,0
3HFB,A,alpha,0
3RIU,A,alpha,0
3TP3,A,alpha,0
3UUC,A,alpha,0
3UVV,A,alpha,0
3VIB,A,alpha,0
4A4V,A,alpha,0
4A4W,A,alpha,0
1G5Y,A,alpha,0
1I37,A,alpha,0
1I38,A,alpha,0
1I4L,A,alpha,0
1JPN,A,alpha,0
1KEA,A,alpha,0
1MVC,A,alpha,0
1XLY,A,alpha,0
1XNN,A,alpha,0
2AHR,A,alpha,0
2C03,A,alpha,0
2E2R,A,alpha,0
2EWP,A,alpha,0
2GR9,A,alpha,0
2IHQ,A,alpha,0
2Q4X,A,alpha,0
2XRL,A,alpha,0
2ZBS,A,alpha,0
2ZKC,A,alpha,0
3C2B,A,alpha,0
3IPS,A,alpha,0
3O8H,A,alpha,0
3OBB,A,alpha,0
4FHI,A,alpha,0
4G1Y,A,alpha,0
1C1K,A,alpha,0
1DKF,A,alpha,0
1ERE,A,alpha,0
1I36,A,alpha,0
1MV9,A,alpha,0
1T56,A,alpha,0
1XB7,A,alpha,0
1Z77,A,alpha,0
2D05,A,alpha,0
2I0J,A,alpha,0
2QTU,A,alpha,0
2UXI,A,alpha,0
2YFE,A,alpha,0
3B9P,A,alpha,0
3BQY,A,alpha,0
3ERD,A,alpha,0
3FUG,A,alpha,0
3GW4,A,alpha,0
3K6P,A,alpha,0
3MNL,A,alpha,0
3O8G,A,alpha,0
3Q0U,A,alpha,0
3Q0W,A,alpha,0
3QK8,A,alpha,0
3SXY,A,alpha,0
4H0L,A,alpha,0
4I76,A,alpha,0
1A38,A,alpha,0
1AK0,A,alpha,0
1J8M,F,alpha,0
1OVL,A,alpha,0
1Q4X,A,alpha,0
1YB4,A,alpha,0
1YJE,A,alpha,0
2ACL,A,alpha,0
2AMF,A,alpha,0
2BE4,A,alpha,0
2GWX,A,alpha,0
2PJL,A,alpha,0
2QTQ,A,alpha,0
2UXU,A,alpha,0
3BHQ,A,alpha,0
3H90,A,alpha,0
3IHU,A,alpha,0
3OAP,A,alpha,0
3Q3C,A,alpha,0
1A28,A,alpha,0
1CWQ,A,alpha,0
1G1U,A,alpha,0
1GWX,A,alpha,0
1OIZ,A,alpha,0
1P5X,A,alpha,0
1QHJ,A,alpha,0
1QKO,A,alpha,0
1QKP,A,alpha,0
1XIU,A,alpha,0
1YY4,A,alpha,0
1Z0X,A,alpha,0
2B6O,A,alpha,0
2FSZ,A,alpha,0
2I0G,A,alpha,0
2IOK,A,alpha,0
2JF9,A,alpha,0
2ZII,A,alpha,0
3B68,A,alpha,0
3GD8,A,alpha,0
3IQJ,A,alpha,0
3K23,A,alpha,0
3N0U,A,alpha,0
3ZQI,A,alpha,0
4DM8,A,alpha,0
4FHH,A,alpha,0
4I6Z,A,alpha,0
1DVG,A,alpha,0
1FBK,A,alpha,0
1FD0,A,alpha,0
1G50,A,alpha,0
1MB8,A,alpha,0
1OT7,A,alpha,0
1OTV,A,alpha,0
1PZL,A,alpha,0
1R20,A,alpha,0
1U3S,A,alpha,0
1VIN,A,alpha,0
1XO2,A,alpha,0
2B23,A,alpha,0
2FM9,A,alpha,0
2GP7,A,alpha,0
2GPV,A,alpha,0
2HUC,A,alpha,0
2O7O,A,alpha,0
2PIN,A,alpha,0
2RC1,X,alpha,0
2UXP,A,alpha,0
3B6C,A,alpha,0
3EUP,A,alpha,0
3FHF,A,alpha,0
3FMS,A,alpha,0
3FS1,A,alpha,0
3GYT,A,alpha,0
3IH2,A,alpha,0
3IH3,A,alpha,0
3IH4,A,alpha,0
3OS9,A,alpha,0
3TRI,A,alpha,0
1EXX,A,alpha,0
1J2C,A,alpha,0
1P8D,A,alpha,0
1R0D,A,alpha,0
1RKT,A,alpha,0
1XQC,A,alpha,0
2AKC,A,alpha,0
2F2G,A,alpha,0
2FFZ,A,alpha,0
2GPO,A,alpha,0
2IEK,A,alpha,0
2PL2,A,alpha,0
2UXO,A,alpha,0
2YJD,A,alpha,0
2ZXM,A,alpha,0
3E2N,A,alpha,0
3IPQ,A,alpha,0
3VRT,A,alpha,0
4G20,A,alpha,0
4H44,A,alpha,0
4J26,A,alpha,0
4PRG,A,alpha,0
1LS1,A,alpha,0
1P8U,A,alpha,0
1TLV,A,alpha,0
1U3Q,A,alpha,0
1WDY,A,alpha,0
1WZ8,A,alpha,0
1Y9R,A,alpha,0
1YMG,A,alpha,0
2ID6,A,alpha,0
2J46,A,alpha,0
2OCF,A,alpha,0
2OVM,A,alpha,0
2UXH,A,alpha,0
3B6A,A,alpha,0
3F10,A,alpha,0
3GWX,A,alpha,0
3I0W,A,alpha,0
3LOC,A,alpha,0
3R98,A,alpha,0
3R99,A,alpha,0
4DM6,A,alpha,0
1DVE,A,alpha,0
1NHZ,A,alpha,0
1OSH,A,alpha,0
1OSV,A,alpha,0
1PCG,A,alpha,0
1QKN,A,alpha,0
1RC2,A,alpha,0
1U74,A,alpha,0
1UPV,A,alpha,0
1UPW,A,alpha,0
2AT9,A,alpha,0
2FGN,A,alpha,0
2GIU,A,alpha,0
2OAX,A,alpha,0
2PCB,A,alpha,0
2V23,A,alpha,0
2Z4B,A,alpha,0
2ZLA,A,alpha,0
3D57,A,alpha,0
3H52,A,alpha,0
3I0X,A,alpha,0
3IXP,A,alpha,0
3OLS,A,alpha,0
3OMO,A,alpha,0
3OMQ,A,alpha,0
4A6Z,A,alpha,0
4A71,A,alpha,0
4A7M,A,alpha,0
1DJ1,A,alpha,0
1E3A,A,alpha,0
1FBY,A,alpha,0
1G2N,A,alpha,0
1N46,A,alpha,0
1O0W,A,alpha,0
1PQ9,A,alpha,0
1QZ4,A,alpha,0
1SDI,A,alpha,0
1UOM,A,alpha,0
1X7E,A,alpha,0
1X7J,A,alpha,0
1XNX,A,alpha,0
1ZAF,A,alpha,0
2B6P,A,alpha,0
2C04,A,alpha,0
2CVZ,A,alpha,0
2GB8,A,alpha,0
2J45,A,alpha,0
2JFA,A,alpha,0
2JJ3,A,alpha,0
2JTI,A,alpha,0
2PCC,A,alpha,0
2QPP,A,alpha,0
2QZO,A,alpha,0
2V2E,A,alpha,0
2X07,A,alpha,0
2XIL,A,alpha,0
2XJ5,A,alpha,0
2XJ8,A,alpha,0
2Y5A,A,alpha,0
2YCG,A,alpha,0
2ZL9,A,alpha,0
2ZT9,A,alpha,0
3AUN,A,alpha,0
3C07,A,alpha,0
3FC6,A,alpha,0
3HOK,A,alpha,0
3KKD,A,alpha,0
3OMP,A,alpha,0
3PJA,A,alpha,0
3V3E,A,alpha,0
4A78,A,alpha,0
4G21,A,alpha,0
4J24,A,alpha,0
1DSG,A,alpha,0
1EG3,A,alpha,0
1FCZ,A,alpha,0
1HG4,A,alpha,0
1PRG,A,alpha,0
1S6V,A,alpha,0
1U9E,A,alpha,0
1X04,A,alpha,0
1ZKG,A,alpha,0
2C08,A,alpha,0
2H77,A,alpha,0
2J7X,A,alpha,0
2NW4,A,alpha,0
2PKL,A,alpha,0
2PV7,A,alpha,0
2WJK,A,alpha,0
3A2J,A,alpha,0
3AFR,A,alpha,0
3KMR,A,alpha,0
3OLL,A,alpha,0
3OSA,A,alpha,0
3UP3,A,alpha,0
4FPD,A,alpha,0
4G2H,A,alpha,0
4H13,A,alpha,0
1EBE,A,alpha,0
1EXA,A,alpha,0
1FCY,A,alpha,0
1H9T,A,alpha,0
1IX3,A,alpha,0
1IX4,A,alpha,0
1KEY,A,alpha,0
1KOK,A,alpha,0
1KRJ,A,alpha,0
1MK8,A,alpha,0
1OGL,A,alpha,0
1P6D,A,alpha,0
1PDU,A,alpha,0
1QKU,A,alpha,0
1RKH,A,alpha,0
1S73,A,alpha,0
1SBM,A,alpha,0
1SDQ,A,alpha,0
1STQ,A,alpha,0
1ULX,A,alpha,0
1VGI,A,alpha,0
1VPD,A,alpha,0
1X76,A,alpha,0
1XZX,X,alpha,0
1YIM,A,alpha,0
1Z53,A,alpha,0
1Z95,A,alpha,0
1ZBY,A,alpha,0
1ZBZ,A,alpha,0
1ZKY,A,alpha,0
2ANZ,A,alpha,0
2AQD,A,alpha,0
2AS1,A,alpha,0
2AS2,A,alpha,0
2AS3,A,alpha,0
2AS4,A,alpha,0
2AS6,A,alpha,0
2B10,A,alpha,0
2BCN,A,alpha,0
2DY5,A,alpha,0
2EUN,A,alpha,0
2EUO,A,alpha,0
2EUP,A,alpha,0
2EUQ,A,alpha,0
2EUR,A,alpha,0
2EUS,A,alpha,0
2EUT,A,alpha,0
2EUU,A,alpha,0
2G5O,A,alpha,0
2J7Y,A,alpha,0
2OVH,A,alpha,0
2Q5G,A,alpha,0
2RBT,X,alpha,0
2RBU,X,alpha,0
2RBV,X,alpha,0
2RBW,X,alpha,0
2RBX,X,alpha,0
2RBY,X,alpha,0
2RBZ,X,alpha,0
2RC0,X,alpha,0
2RC2,X,alpha,0
2ZLC,A,alpha,0
3AJC,A,alpha,0
3E7C,A,alpha,0
3F7D,A,alpha,0
3M23,A,alpha,0
3M25,A,alpha,0
3M26,A,alpha,0
3M27,A,alpha,0
3M28,A,alpha,0
3M29,A,alpha,0
3M2A,A,alpha,0
3M2B,A,alpha,0
3M2C,A,alpha,0
3M2D,A,alpha,0
3M2E,A,alpha,0
3M2F,A,alpha,0
3M2G,A,alpha,0
3M2H,A,alpha,0
3M2I,A,alpha,0
3UU7,A,alpha,0
1DS4,A,alpha,0
1DZE,A,alpha,0
1FCX,A,alpha,0
1IVJ,A,alpha,0
1J02,A,alpha,0
1J4N,A,alpha,0
1JOW,A,alpha,0
1MZN,A,alpha,0
1NQ1,A,alpha,0
1PQ6,A,alpha,0
1PQC,A,alpha,0
1R2N,A,alpha,0
1SOR,A,alpha,0
1U75,A,alpha,0
1UAZ,A,alpha,0
1UBB,A,alpha,0
1X03,A,alpha,0
1X7B,A,alpha,0
1XK1,A,alpha,0
1Z72,A,alpha,0
2B9R,A,alpha,0
2DI3,A,alpha,0
2E7E,A,alpha,0
2FAI,A,alpha,0
2NV7,A,alpha,0
2OPT,A,alpha,0
2Q32,A,alpha,0
2QXM,A,alpha,0
2ZMI,A,alpha,0
2ZMJ,A,alpha,0
3I9T,A,alpha,0
3I9U,A,alpha,0
3K22,A,alpha,0
3NRG,A,alpha,0
3V3Q,A,alpha,0
3VRU,A,alpha,0
3VRV,A,alpha,0
3VRW,A,alpha,0
4G7P,A,alpha,0
4G7T,A,alpha,0
4G8W,A,alpha,0
1C8R,A,alpha,0
1DJ5,A,alpha,0
1DSO,A,alpha,0
1DSP,A,alpha,0
1E3K,A,alpha,0
1F50,A,alpha,0
1H99,A,alpha,0
1JCI,A,alpha,0
1JDR,A,alpha,0
1L2J,A,alpha,0
1M0K,A,alpha,0
1M0L,A,alpha,0
1M0M,A,alpha,0
1NAX,A,alpha,0
1OYK,A,alpha,0
1P8I,A,alpha,0
1R84,A,alpha,0
1UCQ,A,alpha,0
1URU,A,alpha,0
1WP4,A,alpha,0
1X78,A,alpha,0
1XAP,A,alpha,0
1YIN,A,alpha,0
1YYE,A,alpha,0
2ABM,A,alpha,0
2BJ4,A,alpha,0
2F2C,A,alpha,0
2F33,A,alpha,0
2GF2,A,alpha,0
2J4A,A,alpha,0
2NTU,A,alpha,0
2NTW,A,alpha,0
2QZC,A,alpha,0
2ZFX,A,alpha,0
2ZVU,A,alpha,0
2ZXN,A,alpha,0
3A2H,A,alpha,0
3CLD,A,alpha,0
3ILZ,A,alpha,0
3JZC,A,alpha,0
3MBV,A,alpha,0
3MVP,A,alpha,0
3NO6,A,alpha,0
3NS0,A,alpha,0
3OKI,A,alpha,0
3QB5,A,alpha,0
3TGM,A,alpha,0
3UP0,A,alpha,0
4DMA,A,alpha,0
4DQM,A,alpha,0
4G1D,A,alpha,0
4G7L,A,alpha,0
4G7U,A,alpha,0
4G8U,A,alpha,0
4G98,A,alpha,0
4G99,A,alpha,0
1C3W,A,alpha,0
1FBB,A,alpha,0
1H9G,A,alpha,0
1I4D,A,alpha,0
1J1J,A,alpha,0
1JV7,A,alpha,0
1KG8,A,alpha,0
1KG9,A,alpha,0
1KGB,A,alpha,0
1NI6,A,alpha,0
1NUO,A,alpha,0
1O0A,A,alpha,0
1P6E,A,alpha,0
1RTW,A,alpha,0
1SJ0,A,alpha,0
1TWN,A,alpha,0
1TWR,A,alpha,0
1UT5,A,alpha,0
1XJZ,A,alpha,0
1XK3,A,alpha,0
1XP1,A,alpha,0
1XP6,A,alpha,0
1XP9,A,alpha,0
1XPC,A,alpha,0
1YA3,A,alpha,0
1ZWW,A,alpha,0
2ABI,A,alpha,0
2B1Z,A,alpha,0
2I1X,A,alpha,0
2I20,A,alpha,0
2I21,A,alpha,0
2IOG,A,alpha,0
2PIV,A,alpha,0
2PRG,A,alpha,0
2WJL,A,alpha,0
2Z68,A,alpha,0
3BQD,A,alpha,0
3HC6,A,alpha,0
3HM1,A,alpha,0
3HNH,A,alpha,0
3HZF,A,alpha,0
3L3X,A,alpha,0
3OKH,A,alpha,0
3RLL,A,alpha,0
3S9S,A,alpha,0
3TUJ,A,alpha,0
3VJS,A,alpha,0
4G8P,A,alpha,0
4HLW,A,alpha,0
1CSM,A,alpha,0
1F4Z,A,alpha,0
1H68,A,alpha,0
1IW6,A,alpha,0
1IW9,A,alpha,0
1IXF,A,alpha,0
1JPJ,A,alpha,0
1L2I,A,alpha,0
1N45,A,alpha,0
1OGK,A,alpha,0
1OYL,A,alpha,0
1P8H,A,alpha,0
1RCW,A,alpha,0
1RJK,A,alpha,0
1RKG,A,alpha,0
1S13,A,alpha,0
1S51,A,alpha,0
1TN5,A,alpha,0
1WNV,A,alpha,0
1WNX,A,alpha,0
1XK2,A,alpha,0
1ZDT,A,alpha,0
2AMA,A,alpha,0
2FBQ,A,alpha,0
2G44,A,alpha,0
2O4R,A,alpha,0
2Q6J,A,alpha,0
2QPY,A,alpha,0
2QXS,A,alpha,0
2R6I,A,alpha,0
2R6W,A,alpha,0
2R6Y,A,alpha,0
3A2I,A,alpha,0
3AUQ,A,alpha,0
3AZ3,A,alpha,0
3C18,A,alpha,0
3D90,A,alpha,0
3GD2,A,alpha,0
3HLV,A,alpha,0
3K4F,A,alpha,0
3UUD,A,alpha,0
3VHW,A,alpha,0
3VJT,A,alpha,0
4DOR,A,alpha,0
1GU8,A,alpha,0
1IW1,A,alpha,0
1JGJ,A,alpha,0
1N3U,A,alpha,0
1NQ2,A,alpha,0
1OZE,A,alpha,0
1OZR,A,alpha,0
1OZW,A,alpha,0
1PXS,A,alpha,0
1RK3,A,alpha,0
1U3R,A,alpha,0
1WNW,A,alpha,0
1WZD,A,alpha,0
1WZF,A,alpha,0
1WZG,A,alpha,0
1ZDU,A,alpha,0
2AX7,A,alpha,0
2AX8,A,alpha,0
2AX9,A,alpha,0
2AXA,A,alpha,0
2CJE,A,alpha,0
2KSY,A,alpha,0
2O4J,A,alpha,0
2O9F,A,alpha,0
2PIP,L,alpha,0
2PIU,A,alpha,0
2PIX,A,alpha,0
2Q3Y,A,alpha,0
2QR9,A,alpha,0
2W9F,A,alpha,0
2X08,A,alpha,0
2YAT,A,alpha,0
2YHD,A,alpha,0
2ZMH,A,alpha,0
3CUC,A,alpha,0
3CZY,A,alpha,0
3FXV,A,alpha,0
3HQ5,A,alpha,0
3I8R,A,alpha,0
3IPU,A,alpha,0
3JZB,A,alpha,0
3MOO,A,alpha,0
3RK6,A,alpha,0
3UUA,A,alpha,0
3V4A,A,alpha,0
4E2J,A,alpha,0
1DOW,A,alpha,0
1GUE,A,alpha,0
1HW1,A,alpha,0
1IW0,A,alpha,0
1OZL,A,alpha,0
1QKT,A,alpha,0
1S8C,A,alpha,0
1XK0,A,alpha,0
1YOK,A,alpha,0
2A2M,A,alpha,0
2A2O,A,alpha,0
2B1V,A,alpha,0
2FIC,A,alpha,0
2I0M,A,alpha,0
2Q7I,A,alpha,0
2Q8S,A,alpha,0
2QA8,A,alpha,0
2QGT,A,alpha,0
2YLP,A,alpha,0
2Z55,A,alpha,0
3DT3,A,alpha,0
3FLI,A,alpha,0
3IA6,A,alpha,0
3IMY,A,alpha,0
3L03,A,alpha,0
3LLQ,A,alpha,0
3OOK,A,alpha,0
3P89,A,alpha,0
3Q95,A,alpha,0
1EKU,A,alpha,0
1I49,A,alpha,0
1LKV,X,alpha,0
1M2Z,A,alpha,0
1NAV,A,alpha,0
1NYX,A,alpha,0
1PXR,A,alpha,0
1Q5I,A,alpha,0
1S0Z,A,alpha,0
1TN0,A,alpha,0
1U5P,A,alpha,0
1X0I,1,alpha,0
1Y0X,X,alpha,0
2A6B,A,alpha,0
2H79,A,alpha,0
2I2O,A,alpha,0
2P4Y,A,alpha,0
2PIQ,A,alpha,0
2PIT,A,alpha,0
2Q1V,A,alpha,0
2Q7K,A,alpha,0
2QGW,A,alpha,0
2Z0V,A,alpha,0
3AXJ,A,alpha,0
3CLL,A,alpha,0
3DCT,A,alpha,0
3ET1,A,alpha,0
3F5C,A,alpha,0
3GWS,X,alpha,0
3LHQ,A,alpha,0
3NKC,A,alpha,0
3OLF,A,alpha,0
3OMK,A,alpha,0
3OMM,A,alpha,0
3PLZ,A,alpha,0
3QT0,A,alpha,0
3RUU,A,alpha,0
3RY9,A,alpha,0
3T45,A,alpha,0
4E4K,A,alpha,0
1GS4,A,alpha,0
1IE9,A,alpha,0
1JV6,A,alpha,0
1KU2,A,alpha,0
1R6G,A,alpha,0
1S19,A,alpha,0
1T73,A,alpha,0
1V8X,A,alpha,0
1X0K,1,alpha,0
1X0S,A,alpha,0
1XG7,A,alpha,0
1ZGY,A,alpha,0
2AM9,A,alpha,0
2AO6,A,alpha,0
2F93,A,alpha,0
2HB8,A,alpha,0
2OUZ,A,alpha,0
2P15,A,alpha,0
2Q5S,A,alpha,0
2VV0,A,alpha,0
2XYW,A,alpha,0
2ZFE,A,alpha,0
3A3Z,X,alpha,0
3A40,X,alpha,0
3C7J,A,alpha,0
3CWD,A,alpha,0
3E7Q,A,alpha,0
3GN8,A,alpha,0
3L1B,A,alpha,0
3MNE,A,alpha,0
3MNP,A,alpha,0
3RUT,A,alpha,0
3SOG,A,alpha,0
3TUI,A,alpha,0
3VHZ,A,alpha,0
3ZQT,A,alpha,0
4FN9,A,alpha,0
4G2I,A,alpha,0
1DB1,A,alpha,0
1E2X,A,alpha,0
1H2S,A,alpha,0
1L6N,A,alpha,0
1S52,A,alpha,0
1T76,A,alpha,0
1UT8,A,alpha,0
1XOW,A,alpha,0
1XQO,A,alpha,0
1ZH7,A,alpha,0
2AX6,A,alpha,0
2F95,A,alpha,0
2HAR,A,alpha,0
2PIW,A,alpha,0
2POG,A,alpha,0
2Q61,A,alpha,0
2Q6S,A,alpha,0
2Q7J,A,alpha,0
2QH6,A,alpha,0
2QMV,A,alpha,0
2W96,A,alpha,0
2YB0,A,alpha,0
2YLQ,A,alpha,0
2Z4J,A,alpha,0
3AX8,A,alpha,0
3B0T,A,alpha,0
3B5O,A,alpha,0
3BEJ,A,alpha,0
3CS4,A,alpha,0
3CS6,A,alpha,0
3FEI,A,alpha,0
3G8O,A,alpha,0
3L3Z,A,alpha,0
3MNO,A,alpha,0
3N5N,X,alpha,0
3OOF,A,alpha,0
3OS8,A,alpha,0
3P8X,A,alpha,0
3QAP,A,alpha,0
3QDC,A,alpha,0
3TKC,A,alpha,0
3UTY,A,alpha,0
3V49,A,alpha,0
1IE8,A,alpha,0
1QM8,A,alpha,0
1T7F,A,alpha,0
1T8B,A,alpha,0
1TXI,A,alpha,0
1TYH,A,alpha,0
1VGO,A,alpha,0
1VJM,A,alpha,0
1WM0,X,alpha,0
1X7R,A,alpha,0
1XJ7,A,alpha,0
1XQ3,A,alpha,0
1XQP,A,alpha,0
1YAF,A,alpha,0
1Z98,A,alpha,0
2AMB,A,alpha,0
2AWH,A,alpha,0
2G0H,A,alpha,0
2HB7,A,alpha,0
2O9D,A,alpha,0
2O9E,A,alpha,0
2PNU,A,alpha,0
2YAY,A,alpha,0
2YAZ,A,alpha,0
2YLO,A,alpha,0
2ZK1,A,alpha,0
3A78,A,alpha,0
3AM6,A,alpha,0
3AZ1,A,alpha,0
3CAZ,A,alpha,0
3D9S,A,alpha,0
3G0W,A,alpha,0
3HML,A,alpha,0
3M7R,A,alpha,0
3NKA,A,alpha,0
3OGT,A,alpha,0
3PEF,A,alpha,0
3R8A,A,alpha,0
3TUZ,A,alpha,0
3VI0,A,alpha,0
4HYX,A,alpha,0
1E3G,A,alpha,0
1GWR,A,alpha,0
1HG5,A,alpha,0
1PK5,A,alpha,0
1Q5J,A,alpha,0
1QJB,A,alpha,0
1T63,A,alpha,0
1T72,A,alpha,0
1T79,A,alpha,0
1WE1,A,alpha,0
1YP0,A,alpha,0
1YZ5,A,alpha,0
2AA2,A,alpha,0
2EI4,A,alpha,0
2EVU,A,alpha,0
2O9G,A,alpha,0
2OZ7,A,alpha,0
2Q1H,A,alpha,0
2Q7L,A,alpha,0
2V7D,A,alpha,0
2XYJ,A,alpha,0
3AZ2,A,alpha,0
3HAO,A,alpha,0
3IBX,A,alpha,0
3KDT,A,alpha,0
3KPZ,A,alpha,0
3NK5,A,alpha,0
3P88,A,alpha,0
3PO9,A,alpha,0
3UTV,A,alpha,0
3UTW,A,alpha,0
3UTX,A,alpha,0
